,ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Veb Variation Gallery Images,Swatches Attributes,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Meta: _yoast_wpseo_content_score,Meta: _yoast_wpseo_focuskeywords,Meta: _yoast_wpseo_keywordsynonyms,Meta: _yoast_wpseo_estimated-reading-time-minutes,Meta: _oembed_8c261681156dd3fcdaa02aaebf2070c2,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Meta: _yoast_wpseo_primary_product_cat,Meta: _oembed_ef20c91921e19acf2025ff722bc7bd19,Meta: _oembed_c948432515e8209f341f6f3f0eec0a85,Meta: _oembed_659e52fd915519a6ad94cc3f5d7be309,Meta: _oembed_e4afe6ebd4e32bcc952990d370b292f2,Meta: _oembed_dd847979caddace2582a5dfde600dc08,Meta: _oembed_4896cf49bc44960756f47e30b9aca395,Meta: _oembed_78d70fbd6b8e3fbf0b7242ece89f3c20,Meta: _oembed_001b2bf7c9cd7c910df10a475eaefd93,Meta: _oembed_0314b5eb3363155f3591ca367ebf6f8e,Meta: _oembed_d470243ad363b624474357612e65c2e2,Meta: _oembed_39e30393e9059911a4168405446f1348,Meta: _oembed_e48584cdaa8f4189a8b32ecd5f152325,Meta: _oembed_d352ff61092bd2d5366f8dfd5215978f,Meta: _oembed_19b929db16c2bcc84422e5505dd85413,Meta: _oembed_616c5a94649856119edf58f59bd36118,Meta: _oembed_329a14302a6c6cab8847c4e4c5db97bd,Meta: _oembed_e31ab68cc9d0e99c13c146df92bdeee1,Meta: _oembed_b49c4b8158140215ca2c0ebfd91caaaf,Meta: _oembed_74b7ac7905b82edbab1c90a887fdf90d,Meta: _oembed_f3b415efb0f17be9d6fcd84a98f2d70f,Meta: _oembed_4bbbc8429470aa6ec6823296f9fc0523,Meta: _oembed_17ddca5c60624f7cc7f39290a34c6ea7,Meta: _oembed_3b18319b62148df8747d732d38403b00,Meta: _oembed_fc3e28022ed77edcb44a27ba1ed639e9,Meta: _oembed_960c00a4ebddbd80ab799ebc9b14094d,Meta: _oembed_a8c7691d71ba3986d3d0008d890c0d1f,Meta: _oembed_b0d2c43a5750c8915b8be2789120d37b,Meta: _oembed_32cfa368fd23bc92fc45aa1a885ae3ec,Meta: _oembed_049feab4a23e920a70fc18ca62f5a1dc,Meta: _oembed_57a92ba67dd25654874418001d7ad102,Meta: _oembed_7909db929352122bf5afc61032e3459c,Meta: _oembed_d9138a5c40891d90ee246e581c62174c,Meta: _oembed_2498d5e3a57060381e2f3e7478786a71,Meta: _oembed_f0f78748fd6d61e7206a790a6dbd11f3,Meta: _original_id,Meta: afpv_enable_featured_video,Meta: afpv_video_thumb,Meta: afpv_featured_video_type,Meta: afpv_yt_featured_video_id,Meta: afpv_fb_featured_video_id,Meta: afpv_dm_featured_video_id,Meta: afpv_vm_featured_video_id,Meta: afpv_mc_featured_video_id,Meta: afpv_cus_featured_video_id,Meta: ced_rnx_disable_refund,Meta: ced_rnx_disable_exchange,Meta: _wcsts_ppt_questions_number,Meta: afpv_enable_featured_video_product_page,Meta: afpv_enable_featured_image_as_first_img,Meta: disable_woothumbs
508,3889,variation,tropical-blue-pure-linen-suit-,TROPICAL BLUE PURE LINEN SUIT,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,34.12,51.96,,,,,,,tropical-blue-pure-linen-suit,,,,,,1,,,Size US/UK,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,3890,variable,moscow-maroon-pure-linen-suit,MOSCOW MAROON PURE LINEN SUIT,1,0,visible,,"Look Includes\n<ul>\n 	<li>Moscow Maroon Pure Linen Fabric</li>\n 	<li>Two Button Jacket Style</li>\n 	<li>Notch Lapel</li>\n 	<li>Real Horn Brown Buttons</li>\n 	<li>Single Vent</li>\n 	<li>Two Cuff Buttons</li>\n 	<li>Two Welted Back Pockets on Trousers</li>\n</ul>\nColor Family: Maroon, Light Weight/170 gsm.\n\nYou can change the look during customization if required.\n\nLining: Viscose; Dry Clean.\n\n<img class=""alignnone wp-image-3739 size-full"" src=""https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/9bce67da48bc03db70791d7142cef9aa-1-3.png"" alt="""" width=""750"" height=""1434"" />\n\n<img class=""alignnone wp-image-3740 size-full"" src=""https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/17acb537d6e2bb1d4f17defa79798ab2.png"" alt="""" width=""790"" height=""608"" />",,,taxable,,1,999.0,,0,0,,,,,0,,,,Linen suit,,,"https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/03ff6e9a8b97233c10fa2b1d387cd30c-1.jpg, https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/8454c1f64797c1a8a1c1955ba56b4368.jpg, https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/08a29b6de4e7f1a711fb9059e0b1ec9e.jpg, https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/3bae464387fd1411e76bfdecd4fc4c28.jpg",,,,,,,,,0,,,Size US/UK,"36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60",1.0,0.0,90.0,[],"[""""]",1.0,,,,,,188.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,3897,variation,moscow-maroon-pure-linen-suit-,MOSCOW MAROON PURE LINEN SUIT,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,32.07,56.3,,,,,,,moscow-maroon-pure-linen-suit,,,,,,1,,,Size US/UK,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,3898,variable,chambray-black-pure-linen-suit,CHAMBRAY BLACK PURE LINEN SUIT,1,0,visible,,"Look Includes\n<ul>\n 	<li>Chambray Black Pure Linen Fabric</li>\n 	<li>Two Button Jacket Style</li>\n 	<li>Notch Lapel</li>\n 	<li>Real Horn Royal Buttons</li>\n 	<li>Single Vent</li>\n 	<li>Two Cuff Buttons</li>\n 	<li>Two Welted Back Pockets on Trousers</li>\n</ul>\nColor Family: Black, Light Weight/170 gsm.\n\nYou can change the look during customization if required.\n\nLining: Viscose; Dry Clean.\n\n<img class=""alignnone wp-image-3739 size-full"" src=""https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/9bce67da48bc03db70791d7142cef9aa-1-3.png"" alt="""" width=""750"" height=""1434"" />\n\n<img class=""alignnone wp-image-3740 size-full"" src=""https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/17acb537d6e2bb1d4f17defa79798ab2.png"" alt="""" width=""790"" height=""608"" />",,,taxable,,1,999.0,,0,0,,,,,0,,,,Linen suit,,,"https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/2c7a9d3aedd7afa6061a24b10a625f86.jpg, https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/e7d1cfc4a4fdc28179b439b98e29c288.jpg, https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/746996eaa93630d4901d7bcab71d97a7.jpg, https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/c89ed4d16c118d7c8548343d83b5f195.jpg",,,,,,,,,0,,,Size,"36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60",1.0,0.0,90.0,[],"[""""]",,,,,,,188.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,3904,variation,chambray-black-pure-linen-suit-,CHAMBRAY BLACK PURE LINEN SUIT,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,33.26,50.44,,,,,,,chambray-black-pure-linen-suit,,,,,,1,,,Size,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,3905,variable,maple-khaki-pure-linen-suit,MAPLE KHAKI PURE LINEN SUIT,1,0,visible,,"Maple Khaki Pure Linen Suit will exude insouciant sophistication when the sun shines. Crafted from 100% Linen in 40s Lea, the lightweight fabric has all the capabilities of creating a smart and stylish look that's perfect for warmer weather. The maple khaki suit is easy to pair with a formal white shirt and sharp accessories for a classy appearance that'll work perfectly for summer weddings.\n\nLook Includes\n<ul>\n 	<li>Maple Khaki Pure Linen Fabric</li>\n 	<li>Two Button Jacket Style</li>\n 	<li>Notch Lapel</li>\n 	<li>Real Horn Brown Buttons</li>\n 	<li>Single Vent</li>\n 	<li>Two Cuff Buttons</li>\n 	<li>Two Welted Back Pockets on Trousers</li>\n</ul>\nColor Family: Khaki, Light Weight/170 gsm.\n\nYou can change the look during customization if required.\n\nLining: Viscose; Dry Clean.\n\n<img class=""alignnone wp-image-3739 size-full"" src=""https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/9bce67da48bc03db70791d7142cef9aa-1-3.png"" alt="""" width=""750"" height=""1434"" />\n\n<img class=""alignnone wp-image-3740 size-full"" src=""https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/17acb537d6e2bb1d4f17defa79798ab2.png"" alt="""" width=""790"" height=""608"" />",,,taxable,,1,999.0,,0,0,,,,,0,,,,Linen suit,,,"https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/d071af3430fc95326d5b75679335b1c3.jpg, https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/f0a4fc870492d4d910d27b68270ce923.jpg, https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/564c1bfa3f12a69458808792b39b8a03.jpg, https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/345804b6d4f8e80f2f91bbed44b49bce.jpg",,,,,,,,,0,,,Size US/UK,"36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60",1.0,0.0,90.0,[],"[""""]",,,,,,,188.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,3911,variation,maple-khaki-pure-linen-suit-,MAPLE KHAKI PURE LINEN SUIT,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,35.94,60.97,,,,,,,maple-khaki-pure-linen-suit,,,,,,1,,,Size US/UK,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,3912,variable,sepia-brown-pure-linen-suit,SEPIA BROWN PURE LINEN SUIT,1,0,visible,,"Look Includes\n<ul>\n 	<li>Sepia Brown Pure Linen Fabric</li>\n 	<li>Two Button Jacket Style</li>\n 	<li>Notch Lapel</li>\n 	<li>Real Horn Brown Buttons</li>\n 	<li>Single Vent</li>\n 	<li>Two Cuff Buttons</li>\n 	<li>Two Welted Back Pockets on Trousers</li>\n</ul>\nColor Family: Brown, Light Weight/170 gsm.\n\nYou can change the look during customization if required.\n\nLining: Viscose; Dry Clean.\n\n<img class=""alignnone wp-image-3739 size-full"" src=""https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/9bce67da48bc03db70791d7142cef9aa-1-3.png"" alt="""" width=""750"" height=""1434"" />\n\n<img class=""alignnone wp-image-3740 size-full"" src=""https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/17acb537d6e2bb1d4f17defa79798ab2.png"" alt="""" width=""790"" height=""608"" />",,,taxable,,1,999.0,,0,0,,,,,0,,,,Linen suit,,,"https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/3f5cbc93251fbad49d1f83949ca1371b.jpg, https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/12b92c449da9122885dcb5504b979702.jpg, https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/4a4af9d59f8ae27f429a3fafd064e2e1.jpg, https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/aee749d818439c45990c4b1a8bcb448a.jpg",,,,,,,,,0,,,Size,"36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60",1.0,0.0,90.0,[],"[""""]",1.0,,,,,,188.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,3914,variation,sepia-brown-pure-linen-suit-,SEPIA BROWN PURE LINEN SUIT,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,35.65,51.67,,,,,,,sepia-brown-pure-linen-suit,,,,,,1,,,Size,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,3919,variable,umber-khaki-pure-linen-suit,UMBER KHAKI PURE LINEN SUIT,1,0,visible,,"Look Includes\n<ul>\n 	<li>Umber Khaki Pure Linen Fabric</li>\n 	<li>Two Button Jacket Style</li>\n 	<li>Notch Lapel</li>\n 	<li>Real Horn Brown Buttons</li>\n 	<li>Single Vent</li>\n 	<li>Two Cuff Buttons</li>\n 	<li>Two Welted Back Pockets on Trousers</li>\n</ul>\nColor Family: Khaki, Light Weight/170 gsm.\n\nYou can change the look during customization if required.\n\nLining: Viscose; Dry Clean.\n\n<img class=""alignnone wp-image-3739 size-full"" src=""https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/9bce67da48bc03db70791d7142cef9aa-1-3.png"" alt="""" width=""750"" height=""1434"" />\n\n<img class=""alignnone wp-image-3740 size-full"" src=""https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/17acb537d6e2bb1d4f17defa79798ab2.png"" alt="""" width=""790"" height=""608"" />",,,taxable,,1,999.0,,0,0,,,,,0,,,,Linen suit,,,"https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/d7c68db4a5a8fa0753b5e3718073aa40.jpg, https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/11781299aeb1679765afe3c6ba88d012.jpg, https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/7b7d2a7019d56413826a11c75b878267.jpg, https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/339883a7e270cf0da4222e052e3546a9.jpg",,,,,,,,,0,,,Size,"36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60",1.0,0.0,90.0,[],"[""""]",1.0,,,,,,188.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,3925,variation,umber-khaki-pure-linen-suit-,UMBER KHAKI PURE LINEN SUIT,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,33.15,58.27,,,,,,,umber-khaki-pure-linen-suit,,,,,,1,,,Size,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,3926,variable,black-cotton-linen-suit,BLACK COTTON LINEN SUIT,1,0,visible,,"Look sharp and edgy at your formal meetings wearing this Safari Black Cotton Linen suit. Crafted from cotton linen blend, this suit will create an essence of pure sophistication. Unite it with a matching waistcoat, a crisp white shirt and brown derby shoes.\n\nLook Includes\n<ul>\n 	<li>Safari Black Cotton Linen Fabric</li>\n 	<li>Two Button Jacket Style</li>\n 	<li>Notch Lapel</li>\n 	<li>Real Horn Solid Buttons</li>\n 	<li>Single Vent</li>\n 	<li>Two Cuff Buttons</li>\n 	<li>Two welted back pockets on trousers</li>\n</ul>\nYou can change the look during customization if required.\n\nColor Family: Black, Lining: Viscose; Dry Clean.\n\n<img class=""alignnone wp-image-3739 size-full"" src=""https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/9bce67da48bc03db70791d7142cef9aa-1-3.png"" alt="""" width=""750"" height=""1434"" />\n\n<img class=""alignnone wp-image-3740 size-full"" src=""https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/17acb537d6e2bb1d4f17defa79798ab2.png"" alt="""" width=""790"" height=""608"" />",,,taxable,,1,999.0,,0,0,,,,,0,,,,Linen suit,,,"https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/654b01b4018c75df76beb824f9dc1430.jpg, https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/5d9085e4606e693ea5e8dc040bced633.jpg, https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/6927490d14d0faf92326feed8e14f5e6.jpg, https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/df7c032754ae302113aa62d8e183336e.jpg",,,,,,,,,0,,,Size,"36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60",1.0,0.0,90.0,[],"[""""]",1.0,,,,,,188.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,3930,variation,black-cotton-linen-suit-,BLACK COTTON LINEN SUIT,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,34.23,63.66,,,,,,,black-cotton-linen-suit,,,,,,1,,,Size,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,3933,variable,natural-cotton-linen-suit,NATURAL COTTON LINEN SUIT,1,0,visible,,"Look Includes\n<ul>\n 	<li>Safari Natural Cotton Linen Fabric</li>\n 	<li>Two Button Jacket Style</li>\n 	<li>Notch Lapel</li>\n 	<li>Real Horn Solid Buttons</li>\n 	<li>Single Vent</li>\n 	<li>Two Cuff Buttons</li>\n 	<li>Two welted back pockets on trousers</li>\n</ul>\nYou can change the look during customization if required.\n\nColor Family: Cream, Lining: Viscose; Dry Clean.\n\n<img class=""alignnone wp-image-3739 size-full"" src=""https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/9bce67da48bc03db70791d7142cef9aa-1-3.png"" alt="""" width=""750"" height=""1434"" />\n\n<img class=""alignnone wp-image-3740 size-full"" src=""https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/17acb537d6e2bb1d4f17defa79798ab2.png"" alt="""" width=""790"" height=""608"" />",,,taxable,,1,999.0,,0,0,,,,,0,,,,Linen suit,,,"https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/16ba5d526b1ed78286148a4b35b1f6a6.jpg, https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/345712ee3d462f2ccae9f14afe710c80.jpg, https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/4b86ba55f9b5b15fec18a7059cd59b23.jpg, https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/2669369ea9cd9222c40ee82add989469.jpg, https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/1c9be2e1c240f9662863884678be3b67.jpg",,,,,,,,,0,,,Size,"36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60",1.0,0.0,90.0,[],"[""""]",1.0,,,,,,188.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,3940,variation,natural-cotton-linen-suit-,NATURAL COTTON LINEN SUIT,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,33.75,50.23,,,,,,,natural-cotton-linen-suit,,,,,,1,,,Size,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,3941,variable,mens-light-brown-striped-with-black-velvet-shawl-lapel-3pcs-tux,Men's light brown striped with black velvet shawl lapel 3pcs tux,1,0,visible,,"Color:?Brown\n\nComposition :?100% wool Super 200's\n\nDetail:?One?button on the front, 2 side pockets, extra wide?shawl?lapel,?straight-leg trousers/pant.\n\nCare : Dry clean only\n\n* Light in the studio shooting environment and visual reference to the ghosting or flare 5% color differences may occur.\n\n<img class=""alignnone wp-image-3739 size-full"" src=""https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/9bce67da48bc03db70791d7142cef9aa-1-3.png"" alt="""" width=""750"" height=""1434"" />\n\n<img class=""alignnone wp-image-3740 size-full"" src=""https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/17acb537d6e2bb1d4f17defa79798ab2.png"" alt="""" width=""790"" height=""608"" />",,,taxable,,1,999.0,,0,0,,,,,0,,,,Evening dress,,,"https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/502c1edbea92a8fcb13a21aaf055f36a.jpg, https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/8e289060f16df14505d6fa4b588cd8c4.jpg, https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/8b624ca43ae70eea3a375b98cfa2643e.jpg, https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/c4840c203e1abdcb5f3192e7473380c6.jpg, https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/f506f3a5f7dd64f5512a9ae3e9a6d3cf.jpg",,,,,,,,,0,,,Size US/UK,"36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60",1.0,0.0,90.0,[],"[""""]",,,,,,,189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,3948,variation,mens-light-brown-striped-with-black-velvet-shawl-lapel-3pcs-tux-,Men's light brown striped with black velvet shawl lapel 3pcs tux,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,35.07,51.06,,,,,,,mens-light-brown-striped-with-black-velvet-shawl-lapel-3pcs-tux,,,,,,1,,,Size US/UK,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,3949,variable,mens-brown-jacquard-wide-shawl-lapel-3pcs-tux,Men's brown jacquard wide shawl lapel 3pcs tux.,1,0,visible,,"Color:?Brown\n\nComposition : Jacquard\n\nDetail:?One?button on the front, 3 side pockets, extra wide?shawl?lapel,?straight-leg trousers/pant.\n\nCare : Dry clean only\n\n* Light in the studio shooting environment and visual reference to the ghosting or flare 5% color differences may occur.\n\n<img class=""alignnone wp-image-3739 size-full"" src=""https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/9bce67da48bc03db70791d7142cef9aa-1-3.png"" alt="""" width=""750"" height=""1434"" />\n\n<img class=""alignnone wp-image-3740 size-full"" src=""https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/17acb537d6e2bb1d4f17defa79798ab2.png"" alt="""" width=""790"" height=""608"" />",,,taxable,,1,999.0,,0,0,,,,,0,,,,Evening dress,,,"https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/3fff1545e2efe59e07456749cdb90e44.jpg, https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/a9268f64e27581cb791cb2876672e5b4.jpg, https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/8f1d560d0edcb04199c0bcf0deca8446.jpg, https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/23a705a3cbc39e96d58536e4bd5bab5e.jpg",,,,,,,,,0,,,Size US/UK,"36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60",1.0,0.0,90.0,[],"[""""]",,,,,,,189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,3951,variation,mens-brown-jacquard-wide-shawl-lapel-3pcs-tux-,Men's brown jacquard wide shawl lapel 3pcs tux.,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,35.43,58.98,,,,,,,mens-brown-jacquard-wide-shawl-lapel-3pcs-tux,,,,,,1,,,Size US/UK,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,3956,variable,mens-brown-3pcs-tux-with-tassel-shawl-lapel,Men's brown 3pcs tux with tassel shawl lapel,1,0,visible,,"<img class=""alignnone wp-image-3739 size-full"" src=""https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/9bce67da48bc03db70791d7142cef9aa-1-3.png"" alt="""" width=""750"" height=""1434"" />\n\n<img class=""alignnone wp-image-3740 size-full"" src=""https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/17acb537d6e2bb1d4f17defa79798ab2.png"" alt="""" width=""790"" height=""608"" />",,,taxable,,1,999.0,,0,0,,,,,0,,,,Evening dress,,,"https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/eae573e7c49516d4f5c2d3215205ae8a.jpg, https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/37f40fced94a6e1eab141bc1687549be.jpg, https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/746053075627c542afbaa98ec7366863.jpg, https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/cb4a1792b5f14f5539d8f7ebc636aa10.jpg, https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/c5b3a10ea29a4259bb55ada4478378e6.jpg",,,,,,,,,0,,,Size,"36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60",1.0,0.0,60.0,[],"[""""]",1.0,,,,,,189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
